text	predictions_lgr	ytest	predictions_author	true_author
"""Bids have to be in today. That can be this afternoon or this evening. We are not going to close the mailbox,"" Leveque said"	44	29	\SimonCowell	\MarcelMichelson
"""It's one of the main worries at the moment. Many companies want to go on the net but they fear that they will open up their internal systems to possible intrusion,"" McGarvie said"	44	29	\SimonCowell	\MarcelMichelson
Interested parties have 15-days to express their interest in blocks of at least 1.4 million shares, or one percent of Bull	44	29	\SimonCowell	\MarcelMichelson
"""That was a major deal, it was big change for IBM. Never before had IBM allowed another company to build such major components as storage facilities,"" McGarvie said"	46	29	\TheresePoletti	\MarcelMichelson
The U.S. Justice Department is investigating the deal and in particular is looking at the possibility of anticompetitive practices in the direct-access storage devices industry. Pending completion of the probe, the deal cannot be finalised. Earlier this month, both StorageTek and IBM have said the inquiry was routine and expected	46	29	\TheresePoletti	\MarcelMichelson
Lagardere said these remarks were not true	49	29	\WilliamKazer	\MarcelMichelson
Framatome has a technical alliance with Siemens to develop the future European nuclear power station	49	29	\WilliamKazer	\MarcelMichelson
While hiking equipment -- walking boots and mountain gear -- was up by 68 percent and the Taylor Made golf equipment brand had a 77 percent increase in sales. Winter equipment, however, was down 16 percent. The Mavic cycle brand was up 4.1 percent	36	29	\PatriciaCommins	\MarcelMichelson
"""In relation to Eurotunnel's other financial problem of 8.8 billion (pounds) in debt anything else is incidental, even if the fire cost is 200 million at worst,"" one analyst said"	38	8	\PierreTran	\EdnaFernandes
The fire was reported to have started in a goods carriage carrying a truck holding flammable polystyrene but Eurotunnel said the cause had not yet been determined	38	8	\PierreTran	\EdnaFernandes
"The Society of Motor Manufacturers and Traders industry group admitted that a turnaround depended on persuading ""Joe Public to visit showrooms"" again and the first test is tomorrow when the show opens to consumers. ($1=.6317 Pound)"	2	8	\AlexanderSmith	\EdnaFernandes
"Hoskins concluded that the company wanted to make a clean break from its past troubles. ""We want to make a clear distinction between the past and the future. It is essential that we draw a line in the sand and where we have to face up to our responsibilities we will.""The chairman told Reuters ""We're in negotiations with all our suppliers and we hope our negotiations will be concluded by the end of the month.""He added that next year would start with a clean slate, with no more charges expected"	12	8	\HeatherScoffield	\EdnaFernandes
Company bosses clinched a deal with unions to add a third shift from May onwards, which could allow capacity to be raised by one third to 53 billion cigarettes from 37 billion	41	8	\SamuelPerry	\EdnaFernandes
The Leland deal will be earnings enhancing in the first full year after acquisition. But Smiths said it would not be implementing job cuts or cost cutting	35	8	\NickLouth	\EdnaFernandes
On Nissan's European sales for 1996, Gibson said there would be a modest rise, predicting three percent sales growth for 1997	22	8	\KevinDrawbaugh	\EdnaFernandes
"""In the name of detente,"" he said"	34	8	\MureDickie	\EdnaFernandes
In Sweden, Stena Line's shares dipped 0.80 crowns to 28.50 after the news	26	8	\LydiaZajc	\EdnaFernandes
"Taylor Woodrow remains committed to its four-business strategy, with Parsons comparing it to ""sitting on a chair instead of relying on the uncomfortable shooting stick of having one business. When the wind blows you know where you are on a chair.""He has refuted suggestions that it may bail out of constracting. But admits that money for acquisitions will be targeted at the other businesses"	17	8	\JoeOrtiz	\EdnaFernandes
But he added that the investment size, design details and production were yet to be thrashed out. Gibson said it was still an open verdict on whether the plan would go ahead	30	8	\MarkBendeich	\EdnaFernandes
But Wolseley survived the difficult conditions better than others partly thanks to its lower European exposure. The group has 50 percent of its sales in the U.S	24	8	\KirstinRidley	\EdnaFernandes
So far, BAT Industries has borne the brunt. But some analysts believe it is only a matter of time before the U.S. scenario widens its impact and is repeated across the Atlantic	24	8	\KirstinRidley	\EdnaFernandes
So far, BAT Industries has borne the brunt. But some analysts believe it is only a matter of time before the U.S. scenario widens its impact and is repeated across the Atlantic	24	8	\KirstinRidley	\EdnaFernandes
The UK market showed a glimmer of recovery, with spending on repair and maintenance of homes moving ahead	16	8	\JoWinterbottom	\EdnaFernandes
"UBS has the shares on hold. ""It will move ahead but it will not outperform sharply,"" he said. ($1=.5994 Pound)"	16	8	\JoWinterbottom	\EdnaFernandes
"""I've heard that around 20 companies are not going to go forward with new bids,"" one industry leader said"	16	8	\JoWinterbottom	\EdnaFernandes
He expected SCM to be able to make its October price increases stick after heavy destocking by customers	16	8	\JoWinterbottom	\EdnaFernandes
Stagecoach, which started out as a brother and sister team in Scotland, was floated in 1993 at 112 pence a share. The share price has doubled this year. ($1=.5956 Pound)	16	8	\JoWinterbottom	\EdnaFernandes
On trading, Landuyt said he expected SCM to be able to make its October price increases stick after heavy destocking by customers	16	8	\JoWinterbottom	\EdnaFernandes
Stagecoach, which started out as a brother and sister team in Scotland, was floated in 1993 at 112 pence ($1.87) a share. The share price has doubled this year	16	8	\JoWinterbottom	\EdnaFernandes
"The company aims to cut costs and ""establish a proper cost base"" to make its accounting transparent in the future"	7	8	\DavidLawder	\EdnaFernandes
"""We are not a dividend yield stock. We are a growth company,"" Landuyt said, warning investors of a tight dividend policy"	6	8	\DarrenSchuettler	\EdnaFernandes
Press reports put the value of the Aggreko demerger at around 400 million pounds	44	8	\SimonCowell	\EdnaFernandes
In addition to an ordinary dividend of 3.8 pence per share for the half year, the group intends to pay an enhanced dividend of 17 pence now at a cost of about 50 million pounds	44	8	\SimonCowell	\EdnaFernandes
The forecast for the year 1997/98 is seen dipping again	23	8	\KevinMorrison	\EdnaFernandes
-- London Newsroom +44 171 542 7717	19	8	\JonathanBirt	\EdnaFernandes
Britain's second biggest bus company Cowie Group said on Thursday it had been approached by a defence vehicle manufacturer about forming a leasing joint venture targeting clients including the Ministry of Defence	29	8	\MarcelMichelson	\EdnaFernandes
"""There will be negotiations between the management and us on how much we will retain and what to float. It will also depend on the state of the (stock) market at the time,"" said AMEC's chief executive"	42	8	\SarahDavison	\EdnaFernandes
"""There will be negotiations between the management and us on how much we will retain and what to float. It will also depend on the state of the (stock) market at the time,"" the AMEC chief said"	42	8	\SarahDavison	\EdnaFernandes
"""Worldwide this industry is buoyant,"" he said"	27	8	\LynneO'Donnell	\EdnaFernandes
"""Worldwide this industry is buoyant,"" he said"	27	8	\LynneO'Donnell	\EdnaFernandes
The outlook for the group's results have brightened, with analysts' forecasts for pretax profits in the year ending 31 December 1996 seen at between 63 and 67 million, a rise of 41 percent on 1995 figures. For the year ending 1997, the forecasts range from 70 to 80 million, a rise of 16 percent	47	8	\TimFarrand	\EdnaFernandes
