	text	predictions_nb	ytest	predictions_author	true_author
463	Long-awaited in the computer market, the MMX has helped drive Intel shares to record levels over recent weeks and is expected by industry watchers to boost computer sales	46	24	\TheresePoletti	\KirstinRidley
464	But analysts expect soon to be able to set up a customised service on MAID systems so that they are alerted to pre-selected requested headlines as stories appear on MAID's news services	46	24	\TheresePoletti	\KirstinRidley
465	"""This deal will force people to look at BT in a new light; look at the international operations, look at the international alliances in Europe, look at what they could be doing with the Internet because MCI is a big player there,"" said one analyst who asked not to be named"	35	24	\NickLouth	\KirstinRidley
466	Analysts said a combined company would be a good fit in the ultra-competitive U.S. long-distance phone industry, where MCI's major competitors are AT&amp;T Corp and Sprint	35	24	\NickLouth	\KirstinRidley
467	One analyst at brokers Deutsche Morgan Grenfell said that the MCI deal yielded a leverage benefit of about 0.4-0.5 percentage points off the weighted average cost of capital through BT being more highly geared	35	24	\NickLouth	\KirstinRidley
468	Analysts said a combined company would be a good fit in the ultra-competitive U.S. long-distance phone industry, where MCI's major competitors are AT&amp;T Corp and Sprint	35	24	\NickLouth	\KirstinRidley
469	British Telecom's ADSs closed at $55.50 in New York on Friday, giving a value of $30 per MCI share, plus $6 in cash per share before the effect of a buyback by British Telecom that is part of the deal, MCI Chief Financial Officer Doug Maine told Reuters	35	24	\NickLouth	\KirstinRidley
470	"""The wind is behind us. The growth is there,"" Juan Villalonga Navarro, Telefonica's new chairman and chief executive, told Reuters in an interview in London"	35	24	\NickLouth	\KirstinRidley
471	But analysts are starting to pencil in calculations	35	24	\NickLouth	\KirstinRidley
472	Analysts expect the deal to be worth about $22 billion	35	24	\NickLouth	\KirstinRidley
473	"""In a sense our discussions have broadened,"" he said"	35	24	\NickLouth	\KirstinRidley
474	The group also said its biggest business, inland calls, grew one percent to over seven percent in the quarter on a 12 month moving average basis after price cuts and marketing initiatives	35	24	\NickLouth	\KirstinRidley
475	"But Gent told Reuters in an interview that the group had not had talks with AT&amp;T and doubted such a deal would emerge. ""Anything is possible, but we haven't been approached,"" he said"	35	24	\NickLouth	\KirstinRidley
476	"By 1306 GMT, almost 56 million shares had exchanged hands as the stock surged 28.5p to 379.5 pence down from an earlier 386p.  ""This deal will force people to look at BT in a new light; look at the international operations; look at the international alliances in Europe; to look at what they could be doing with the Internet because MCI is a big player there,"" said one analyst who asked to be named"	35	24	\NickLouth	\KirstinRidley
477	The deal is believed to be the second largest ever involving a U.S. company -- topped only by the 1989 buyout of RJR Nabisco by Kohlberg Kravis Roberts and Co	35	24	\NickLouth	\KirstinRidley
478	The deal is believed to be the second largest ever involving a U.S. company -- topped only by the 1989 buyout of RJR Nabisco by Kohlberg Kravis Roberts and Co	35	24	\NickLouth	\KirstinRidley
479	"""International connectivity and local access are the two things to do next,"" he added in an interview"	35	24	\NickLouth	\KirstinRidley
480	One potential problem is a media joint venture between MCI and Robert Murdoch's News Corp. British Telecom would end up with MCI's 13 percent non-voting stake in News Corp, and this could cause regulatory difficulties in Britain, analysts say	35	24	\NickLouth	\KirstinRidley
481	"""BT has exploited its lead...in doing a deal with MCI while the UK is squeaky clean as far as open markets are concerned -- certainly by comparison with anyone else,"" said one analyst"	35	24	\NickLouth	\KirstinRidley
482	"""Tomorrow begins a new era for all of us as we go forward in Concert and harmony,"" Gerald Taylor, MCI's president and chief operating officer told a news conference"	35	24	\NickLouth	\KirstinRidley
483	"""We have an excellent core national network and a growing customer base,"" chief executive Mike Grabiner told Reuters"	35	24	\NickLouth	\KirstinRidley
484	"""Just as it makes a lot of sense for BT to invest a lot of money in the U.S., so it makes a lot of sense for other big international carriers to invest a lot of money in the UK"	35	24	\NickLouth	\KirstinRidley
485	Under the terms of the agreement, which has yet to be approved by regulatory authorities on either side of the Atlantic, MCI shareholders would receive 0.54 new American Depositary Shares in the new combined group for every MCI share. Each Concert ADS is equivalent to one British Telecom American Depositary Share and $6 cash	35	24	\NickLouth	\KirstinRidley
486	While restructuring and other factors have depressed Deutsche Telekom's net profits, earnings are expected to recover strongly during 1997 and beyond, analysts say	22	24	\KevinDrawbaugh	\KirstinRidley
487	"The division saw profits rise to 50.7 million pounds from 41.7 million and Schroders said it had gained a number of prominent new clients. Earnings from its securities businesses in North America and Europe grew ""satisfactorily"", but activity in Asia/Pacific operations was more subdued, it stated"	47	24	\TimFarrand	\KirstinRidley
488	Stakis, which said returns on the acquisition were expected to enhance earnings from the first year, also forecast a final dividend of 1.2 pence per share, giving a total payout of 2.15 pence for the full year -- 23 percent more than last year	47	24	\TimFarrand	\KirstinRidley
489	Pretax profits in the year to the end of September soared 46.1 percent to 86.8 million pounds, topping even the most optimistic forecasts of 82 million pounds	47	24	\TimFarrand	\KirstinRidley
490	Double digit growth is also expected in South America. In Peru, it is forecast to rise to 10 percent from six percent, Chile will see growth of 21 percent from a current 14 percent and growth in Argentina will jump to 28 percent from 10 percent	47	24	\TimFarrand	\KirstinRidley
491	Lonrho, which is in the throes of a demerger, said in a separate statement that the disposal would generate net proceeds of 316 million pounds as well as payments of 63 million pounds in dividends and tax relief that it will receive from the chain	17	24	\JoeOrtiz	\KirstinRidley
492	"A spokeswoman for British Gas said the firm had made no provisions for a profit tax. ""We prefer to see any details of any proposals before commenting on them. It's all hypothetical at the moment,"" she said"	17	24	\JoeOrtiz	\KirstinRidley
493	Lonrho, which is in the throes of a demerger, said in a separate statement that the disposal would generate net proceeds of 316 million pounds as well as payments of 63 million pounds in dividends and tax relief that it will receive from the chain	17	24	\JoeOrtiz	\KirstinRidley
494	A range of numbers with the prefix 05 will be reserved for corporate use, so companies can move around the country without changing numbers -- or just keep one number for all sites	41	24	\SamuelPerry	\KirstinRidley
495	-- London Newsroom +44 171 542 7987	15	24	\JimGilchrist	\KirstinRidley
496	"""I do not believe East Midlands would recommend a bid siginficantly below 700p per share,"" he said. ""I am not saying they would refuse it at the 690p level.""Traders also emphasised that Dominion could still walk away from the bid talks amid regulatory and political uncertainties"	16	24	\JoWinterbottom	\KirstinRidley
497	"It's a good sector and it's a company which is growing spectacularly,"" Bessis said. ""We've had five years of tremendous results -- not just one year.""But the shares slipped 23.5p to 1226.5p by 1115 GMT"	16	24	\JoWinterbottom	\KirstinRidley
498	The popular opposition Labour Party has threatened to impose a windfall tax on utilities if it comes to power in the next general election, due by May 1997	16	24	\JoWinterbottom	\KirstinRidley
